"","id","dam","sire","sex","dna","sire_dna","dam_dna","year","has_dna","par_rel","par_dna","fullsibs","sibships","depth","color","affected","family"
"107","9213","8405","8495","male","SU110159","SU100338","SU100114",2011,1,0,TRUE,2,NA,1,1,0,1
"108","9222","8436","9198","female","SU110228","SU110122","SU100210",2011,1,0,TRUE,3,NA,1,1,0,1
"109","9223","8436","9198","female","SU110229","SU110122","SU100210",2011,1,0,TRUE,3,NA,1,1,0,1
"110","9224","8436","9198","male","SU110227","SU110122","SU100210",2011,1,0,TRUE,3,NA,1,1,0,1
"111","9260","9184","6149","female","SU110222","SU080144","SU110135",2011,1,0,TRUE,2,NA,1,1,0,1
"112","9262","9184","6149","female","SU110224","SU080144","SU110135",2011,1,0,TRUE,2,NA,1,1,0,1
"113","9426","8294","9016","female","KL120121","KL110115","KL100258",2012,1,0,TRUE,2,NA,1,1,0,1
"114","9427","8294","9016","female","KL120122","KL110115","KL100258",2012,1,0,TRUE,2,NA,1,1,0,1
"115","9445","8239","8221","female","KL120163","KL100102","KL100141",2012,1,0,TRUE,3,NA,1,1,0,1
"116","9446","8239","8221","male","KL120164","KL100102","KL100141",2012,1,0,TRUE,3,NA,1,1,0,1
"117","9472","8302","6414","female","KL120259","KL090317","KL100266",2012,1,0,TRUE,4,NA,1,1,0,1
"118","9475","8302","6414","male","KL120262","KL090317","KL100266",2012,1,0,TRUE,4,NA,1,1,0,1
"119","9491","9032","8335","male","KL120317","KL100359","KL110408",2012,1,0,TRUE,3,NA,1,1,0,1
"120","9492","9032","8335","male","KL120318","KL100359","KL110408",2012,1,0,TRUE,3,NA,1,1,0,1
"121","9493","9032","8335","male","KL120319","KL100359","KL110408",2012,1,0,TRUE,3,NA,1,1,0,1
"122","9533","6401","9027","female","KL120364","KL110316","KL090114",2012,1,0,TRUE,2,NA,1,1,0,1
"123","9536","6401","8226","female","KL120368","KL100112","KL090114",2012,1,0,TRUE,2,NA,1,1,0,1
"124","9561","8294","9021","male","KL120427","KL110127","KL100258",2012,1,0,TRUE,3,NA,1,1,0,1
"125","9562","8294","9021","male","KL120428","KL110127","KL100258",2012,1,0,TRUE,3,NA,1,1,0,1
"126","9563","8294","9021","female","KL120429","KL110127","KL100258",2012,1,0,TRUE,3,NA,1,1,0,1
"127","9624","8405","9200","female","SU120217","SU110136","SU100114",2012,1,0,TRUE,2,NA,1,1,0,1
"128","9626","8405","9200","male","SU120219","SU110136","SU100114",2012,1,0,TRUE,2,NA,1,1,0,1
"129","9643","8436","8495","male","SU120246","SU100338","SU100210",2012,1,0,TRUE,2,NA,1,1,0,1
"130","9644","8436","8495","female","SU120247","SU100338","SU100210",2012,1,0,TRUE,2,NA,1,1,0,1
"131","9651","9583","9202","male","SU120261","SU110155","SU120106",2012,1,0,TRUE,2,NA,1,1,0,1
"132","9652","9583","9202","male","SU120264","SU110155","SU120106",2012,1,0,TRUE,2,NA,1,1,0,1
"133","9766",NA,NA,"female","KL130250","KL100102","KL110238",2013,1,NA,FALSE,NA,2,NA,1,NA,1
"134","9847",NA,NA,"female","SU130241","SU110226","SU100376",2013,1,NA,FALSE,NA,2,NA,1,NA,1
"135","5909",NA,NA,"female","KL677","KL637","KL215",2007,1,0,FALSE,0,NA,2,1,0,1
"136","5910",NA,NA,"female","KL678","KL440","KL215",2007,1,0,FALSE,NA,NA,NA,1,0,1
"137","5954",NA,NA,"female","KL722","KL242","KL640",2007,1,0.25,FALSE,0,NA,1,1,1,1
"138","6203",NA,NA,"male","KL080246","KL409","KL090112",2008,1,0,FALSE,NA,6,NA,1,0,1
"139","6204","6104","5914","male","KL080247","KL684","KL090112",2008,1,0,TRUE,1,1,1,1,0,1
"140","6436","6401","5906","male","KL090273","KL674","KL090114",2009,1,0,TRUE,2,NA,1,1,0,1
"141","6437","6401","5906","male","KL090274","KL674","KL090114",2009,1,0,TRUE,2,NA,1,1,0,1
"142","6500","6417","5717","male","KL090305","KL668","LL080163",2009,1,0,TRUE,3,3,1,1,0,1
"143","6501","6417","5717","male","KL090306","KL668","LL080163",2009,1,0,TRUE,3,NA,1,1,0,1
"144","6502","6417","5717","male","KL090307","KL668","LL080163",2009,1,0,TRUE,3,NA,1,1,0,1
"145","8290",NA,NA,"female","KL100250","DS","KL090277",2010,1,0,FALSE,NA,4,NA,1,0,1
"146","8301",NA,NA,"female","KL100265","KL638","KL100141",2010,1,0,FALSE,0,6,1,1,0,1
"147","8308","6430","6284","male","KL100304","KL080249","KL090245",2010,1,0,TRUE,1,NA,1,1,0,1
"148","9068","6401","9012","male","KL110346","BT100169","KL090114",2011,1,0,TRUE,2,NA,1,1,0,1
"149","9069","6401","9012","female","KL110347","BT100169","KL090114",2011,1,0,TRUE,2,NA,1,1,0,1
"150","9085","6435","9014","female","KL110331","KL110106","KL090277",2011,1,0,TRUE,2,NA,1,1,0,1
"151","9086","6435","9028","male","KL110332","KL110327","KL090277",2011,1,0,TRUE,2,NA,1,1,0,1
"152","9087","6435","9028","male","KL110333","KL110327","KL090277",2011,1,0,TRUE,2,NA,1,1,0,1
"153","9088","6435","9014","male","KL110334","KL110106","KL090277",2011,1,0,TRUE,2,NA,1,1,0,1
"154","9141","9032","8327","female","KL110381","KL100346","KL110408",2011,1,0,TRUE,2,NA,2,1,0,1
"155","9142","9032","8327","male","KL110402","KL100346","KL110408",2011,1,0,TRUE,2,NA,2,1,0,1
"156","9237","8479","9182","female","SU110149","RR100318","SU100311",2011,1,0,TRUE,2,NA,2,1,0,1
"157","9238","8479","9191","female","SU110150","SU110103","SU100311",2011,1,0,TRUE,2,NA,2,1,0,1
"158","9239","8479","9191","female","SU110152","SU110103","SU100311",2011,1,0,TRUE,2,NA,2,1,0,1
"159","9241","8479","9182","male","SU110151","RR100318","SU100311",2011,1,0,TRUE,2,NA,2,1,0,1
"160","9528","8375","9025","male","KL120353","KL110217","KL100442",2012,1,0,TRUE,1,2,2,1,0,1
"161","9538","6430","9013","male","KL120381","KL110101","KL090245",2012,1,0,TRUE,2,NA,1,1,0,1
"162","9539","6430","9013","male","KL120401","KL110101","KL090245",2012,1,0,TRUE,2,NA,1,1,0,1
"163","9557","9062","9023","female","KL120422","KL110203","KL110149",2012,1,0,TRUE,2,NA,2,1,0,1
"164","9559","9062","9023","female","KL120424","KL110203","KL110149",2012,1,0,TRUE,2,NA,2,1,0,1
"165","9606","8478","9198","female","SU120172","SU110122","SU100310",2012,1,0,TRUE,3,NA,2,1,0,1
"166","9607","8478","9198","male","SU120173","SU110122","SU100310",2012,1,0,TRUE,3,NA,2,1,0,1
"167","9608","8478","9198","male","SU120174","SU110122","SU100310",2012,1,0,TRUE,3,NA,2,1,0,1
"168","10495","9847","9194","male","SU140424","SU110109","SU130241",2014,1,0,TRUE,2,NA,1,1,0,1
"169","10496","9847","9194","male","SU140425","SU110109","SU130241",2014,1,0,TRUE,2,NA,1,1,0,1
"170","5983",NA,NA,"female","KL751","KL482","KL421",2007,1,0,FALSE,0,NA,1,1,0,1
"171","6444",NA,NA,"female","KL090241","KL080178","KL415",2009,1,0,FALSE,NA,3,NA,1,0,1
"172","6445",NA,NA,"female","KL090242","DS","KL415",2009,1,0,FALSE,NA,3,NA,1,0,1
"173","8240","5909","6416","male","KL100142","KL090321","KL677",2010,1,0,TRUE,2,NA,3,1,0,1
"174","8243","5909","6416","female","KL100145","KL090321","KL677",2010,1,0,TRUE,2,NA,3,1,0,1
"175","8264","5954","8230","male","KL100202","KL100120","KL722",2010,1,0,TRUE,2,NA,2,1,0,1
"176","8265","5954","8230","female","KL100203","KL100120","KL722",2010,1,0,TRUE,2,NA,2,1,0,1
"177","8345","5910","6203","male","KL100406","KL080246","KL678",2010,1,0,TRUE,3,2,1,1,0,1
"178","8346","5954","8244","female","KL100407","KL100147","KL722",2010,1,0,TRUE,7,NA,2,1,0,1
"179","8347","5954","8244","male","KL100408","KL100147","KL722",2010,1,0,TRUE,7,NA,2,1,0,1
"180","8348","5954","8244","female","KL100409","KL100147","KL722",2010,1,0,TRUE,7,2,2,1,0,1
"181","8349","5954","8244","male","KL100410","KL100147","KL722",2010,1,0,TRUE,7,NA,2,1,0,1
"182","8350","5954","8244","male","KL100411","KL100147","KL722",2010,1,0,TRUE,7,NA,2,1,0,1
"183","8351","5954","8244","female","KL100412","KL100147","KL722",2010,1,0,TRUE,7,1,2,1,0,1
"184","8352","5954","8244","male","KL100413","KL100147","KL722",2010,1,0,TRUE,7,NA,2,1,0,1
"185","8511",NA,NA,"male","SU100374","DS","SU649",2010,1,0,FALSE,0,3,1,1,0,1
"186","9055","5909","6139","male","KL110168","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,1
"187","9056","5909","6139","male","KL110169","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,1
"188","9057","5909","6139","female","KL110170","KL080258","KL677",2011,1,0,TRUE,3,NA,3,1,0,1
"189","9058","5910","6203","female","KL110221","KL080246","KL678",2011,1,0,TRUE,3,1,1,1,0,1
"190","9059","5910","6203","female","KL110222","KL080246","KL678",2011,1,0,TRUE,3,NA,1,1,0,1
"191","9060","5910","6414","female","KL110223","KL090317","KL678",2011,1,0,TRUE,2,NA,1,1,0,1
"192","9061","5910","6414","male","KL110224","KL090317","KL678",2011,1,0,TRUE,2,NA,1,1,0,1
"193","9123","8301","6203","male","KL110310","KL080246","KL100265",2011,1,0,TRUE,6,NA,2,1,0,1
"194","9124","8301","6203","female","KL110311","KL080246","KL100265",2011,1,0,TRUE,6,NA,2,1,0,1
"195","9125","8301","6203","female","KL110312","KL080246","KL100265",2011,1,0,TRUE,6,NA,2,1,0,1
"196","9126","8301","6203","female","KL110313","KL080246","KL100265",2011,1,0,TRUE,6,NA,2,1,0,1
"197","9175","8290","9014","female","KL110342","KL110106","KL100250",2011,1,0,TRUE,4,NA,1,1,0,1
"198","9433","8301","6414","female","KL120143","KL090317","KL100265",2012,1,0,TRUE,2,NA,2,1,0,1
"199","9434","8301","6203","female","KL120144","KL080246","KL100265",2012,1,0,TRUE,6,NA,2,1,0,1
"200","9435","8301","6414","male","KL120145","KL090317","KL100265",2012,1,0,TRUE,2,NA,2,1,0,1
"201","9436","8301","6203","female","KL120146","KL080246","KL100265",2012,1,0,TRUE,6,NA,2,1,0,1
"202","9476","8290","9014","male","KL120267","KL110106","KL100250",2012,1,0,TRUE,4,NA,1,1,0,1
"203","9540","8290","9014","female","KL120403","KL110106","KL100250",2012,1,0,TRUE,4,NA,1,1,0,1
"204","9542","8290","9014","male","KL120406","KL110106","KL100250",2012,1,0,TRUE,4,NA,1,1,0,1
"205","9550","5909","9014","female","KL120415","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,1
"206","9551","5909","9014","male","KL120416","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,1
"207","9552","5909","9014","female","KL120417","KL110106","KL677",2012,1,0,TRUE,3,NA,3,1,0,1
"208","9575","9420","8308","female","KL120450","KL100304","KL120104",2012,1,0,TRUE,2,NA,2,1,0,1
"209","9577","9420","8308","female","KL120452","KL100304","KL120104",2012,1,0,TRUE,2,NA,2,1,0,1
"210","9720",NA,NA,"female","KL130369","KL100304","KL100262",2013,1,NA,FALSE,NA,NA,NA,1,NA,1
"211","10218","9766","9528","male","KL140517","KL120353","KL130250",2014,1,0,TRUE,2,NA,3,1,0,1
"212","10219","9766","9528","female","KL140518","KL120353","KL130250",2014,1,0,TRUE,2,NA,3,1,0,1
"213","5931",NA,NA,"female","KL699","KL614","KL620",2007,1,0,FALSE,0,NA,2,1,0,1
"214","6221",NA,NA,"female","KL080336","DS","KL295",2008,1,0,FALSE,NA,2,NA,1,0,1
"215","8235","5983","6414","female","KL100136","KL090317","KL751",2010,1,0,TRUE,9,NA,2,1,0,1
"216","8236","5983","6416","female","KL100137","KL090321","KL751",2010,1,0,TRUE,2,NA,2,1,0,1
"217","8237","5983","6414","male","KL100138","KL090317","KL751",2010,1,0,TRUE,9,NA,2,1,0,1
"218","8238","5983","6416","male","KL100139","KL090321","KL751",2010,1,0,TRUE,2,NA,2,1,0,1
"219","8333","5983","6414","male","KL100355","KL090317","KL751",2010,1,0,TRUE,9,NA,2,1,0,1
"220","8363","6445","6500","female","KL100424","KL090305","KL090242",2010,1,0,TRUE,3,2,2,1,0,1
"221","8364","6445","6500","female","KL100425","KL090305","KL090242",2010,1,0,TRUE,3,NA,2,1,0,1
"222","8365","6445","6500","female","KL100426","KL090305","KL090242",2010,1,0,TRUE,3,NA,2,1,0,1
"223","8367","5983","6410","female","KL100434","KL090276","KL751",2010,1,0,TRUE,1,2,2,1,0,1
"224","8368","5983","6414","female","KL100435","KL090317","KL751",2010,1,0,TRUE,9,NA,2,1,0,1
"225","9049","5983","6414","female","KL110322","KL090317","KL751",2011,1,0,TRUE,9,NA,2,1,0,1
"226","9050","5983","6414","female","KL110323","KL090317","KL751",2011,1,0,TRUE,9,NA,2,1,0,1
"227","9051","5983","6414","female","KL110324","KL090317","KL751",2011,1,0,TRUE,9,NA,2,1,0,1
"228","9052","5983","6414","female","KL110325","KL090317","KL751",2011,1,0,TRUE,9,NA,2,1,0,1
"229","9053","5983","6414","female","KL110326","KL090317","KL751",2011,1,0,TRUE,9,NA,2,1,0,1
"230","9089","6444","8327","female","KL110240","KL100346","KL090241",2011,1,0,TRUE,2,NA,2,1,0,1
"231","9090","6444","8327","male","KL110241","KL100346","KL090241",2011,1,0,TRUE,2,NA,2,1,0,1
"232","9422","6444","6139","male","KL120108","KL080258","KL090241",2012,1,0,TRUE,3,NA,1,1,0,1
"233","9423","6444","6139","male","KL120110","KL080258","KL090241",2012,1,0,TRUE,3,NA,1,1,0,1
"234","9424","6444","6139","male","KL120111","KL080258","KL090241",2012,1,0,TRUE,3,NA,1,1,0,1
"235","9485","8348","8341","male","KL120307","KL100376","KL100409",2012,1,0,TRUE,2,NA,3,1,0,1
"236","9486","8348","8341","male","KL120309","KL100376","KL100409",2012,1,0,TRUE,2,NA,3,1,0,1
"237","9524","5983","8221","male","KL120349","KL100102","KL751",2012,1,0,TRUE,4,NA,2,1,0,1
"238","9525","5983","8221","male","KL120350","KL100102","KL751",2012,1,0,TRUE,4,NA,2,1,0,1
"239","9526","5983","8221","male","KL120351","KL100102","KL751",2012,1,0,TRUE,4,NA,2,1,0,1
"240","9527","5983","8221","female","KL120352","KL100102","KL751",2012,1,0,TRUE,4,NA,2,1,0,1
"241","9547","9060","9023","male","KL120411","KL110203","KL110223",2012,1,0,TRUE,2,NA,2,1,0,1
"242","9548","9060","9023","female","KL120412","KL110203","KL110223",2012,1,0,TRUE,2,NA,2,1,0,1
"243","10185","9720","8325","female","KL140419","KL100344","KL130369",2014,1,0,TRUE,2,NA,2,1,0,1
"244","10589","9720","8325","male","KL140326","KL100344","KL130369",2014,1,0,TRUE,2,NA,2,1,0,1
"245","6487",NA,NA,"male","KL090215","KL428","KL678",2009,1,0,FALSE,0,NA,1,1,0,1
"246","6490","5931","6204","female","KL090255","KL080247","KL699",2009,1,0,TRUE,1,2,3,1,0,1
"247","6491","5931","6403","male","KL090254","KL090108","KL699",2009,1,0,TRUE,NA,2,NA,1,0,1
"248","8257","6221","8226","male","KL100176","KL100112","KL080336",2010,1,0,TRUE,2,NA,1,1,0,1
"249","8258","6221","8233","male","KL100177","KL100126","KL080336",2010,1,0,TRUE,2,NA,1,1,0,1
"250","8259","6221","8233","male","KL100178","KL100126","KL080336",2010,1,0,TRUE,2,2,1,1,0,1
"251","8260","6221","8226","female","KL100179","KL100112","KL080336",2010,1,0,TRUE,2,NA,1,1,0,1
"252","9077","8367","8345","male","KL110232","KL100406","KL100434",2011,1,0,TRUE,2,NA,3,1,0,1
"253","9079","8367","8345","female","KL110234","KL100406","KL100434",2011,1,0,TRUE,2,NA,3,1,0,1
"254","9469","8368","8221","female","KL120256","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"255","9470","8368","8221","female","KL120257","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"256","9471","8368","8221","male","KL120258","KL100102","KL100435",2012,1,0,TRUE,3,NA,3,1,0,1
"257","5700",NA,NA,"female","KL591","KL428","KL506",2006,1,0,FALSE,0,NA,1,1,0,1
"258","6057",NA,NA,"male","SU672","DS","SU440",2007,1,0,FALSE,NA,NA,NA,1,0,1
"259","6058",NA,NA,"male","SU673","DS","SU440",2007,1,0,FALSE,0,2,1,1,0,1
"260","6248",NA,NA,"female","KL080243","KL428","KL506",2008,1,0,FALSE,0,4,1,1,0,1
"261","6450",NA,NA,"female","KL090172","KL695","KL506",2009,1,0,FALSE,0,NA,4,1,0,1
"262","6451",NA,NA,"female","KL090174","KL695","KL506",2009,1,0,FALSE,0,NA,4,1,0,1
"263","8250","6104","6491","female","KL100159","KL090254","KL090112",2010,1,0,TRUE,2,NA,1,1,0,1
"264","8286","6104","6491","male","KL100237","KL090254","KL090112",2010,1,0,TRUE,2,2,1,1,0,1
"265","8305","6490","6407","male","KL100272","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,1
"266","8306","6490","6407","female","KL100273","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,1
"267","8484",NA,NA,"female","SU100316","SU100109","SU376",2010,1,0,FALSE,0,3,2,1,0,1
"268","8486",NA,NA,"female","SU100318","SU100122","SU376",2010,1,0,FALSE,0,5,2,1,0,1
"269","9063","6104","6487","male","KL110150","KL090215","KL090112",2011,1,0,TRUE,3,NA,2,1,0,1
"270","9064","6104","6487","male","KL110151","KL090215","KL090112",2011,1,0,TRUE,3,NA,2,1,0,1
"271","9065","6104","6487","male","KL110152","KL090215","KL090112",2011,1,0,TRUE,3,NA,2,1,0,1
"272","9106","8260","8344","male","KL110202","KL100402","KL100179",2011,1,0,TRUE,2,2,2,1,0,1
"273","9107","8260","8344","female","KL110428","KL100402","KL100179",2011,1,0,TRUE,2,NA,2,1,0,1
"274","9442","8260","9016","female","KL120160","KL110115","KL100179",2012,1,0,TRUE,2,NA,2,1,0,1
"275","9444","8260","9016","female","KL120162","KL110115","KL100179",2012,1,0,TRUE,2,NA,2,1,0,1
"276","6465",NA,NA,"female","KL090202","KL428","KL591",2009,1,0.25,FALSE,0,5,2,1,1,1
"277","6549",NA,NA,"female","SU090141","DS","SU678",2009,1,0,FALSE,NA,NA,NA,1,0,1
"278","8247","5700","6410","female","KL100155","KL090276","KL591",2010,1,0,TRUE,4,NA,2,1,0,1
"279","8252","6248","6203","male","KL100162","KL080246","KL080243",2010,1,0,TRUE,2,NA,2,1,0,1
"280","8253","6248","6203","female","KL100163","KL080246","KL080243",2010,1,0,TRUE,2,NA,2,1,0,1
"281","8295","6450","6410","male","KL100259","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"282","8296","6450","6487","female","KL100260","KL090215","KL090172",2010,1,0.0234375,TRUE,0,NA,5,1,1,1
"283","8298","6450","8221","female","KL100262","KL100102","KL090172",2010,1,0,TRUE,1,3,5,1,0,1
"284","8317","6248","8221","female","KL100334","KL100102","KL080243",2010,1,0,TRUE,4,NA,2,1,0,1
"285","8318","6248","8221","female","KL100335","KL100102","KL080243",2010,1,0,TRUE,4,NA,2,1,0,1
"286","8319","6248","8221","male","KL100336","KL100102","KL080243",2010,1,0,TRUE,4,NA,2,1,0,1
"287","8320","6248","8221","female","KL100337","KL100102","KL080243",2010,1,0,TRUE,4,1,2,1,0,1
"288","8330","5700","6410","male","KL100350","KL090276","KL591",2010,1,0,TRUE,4,NA,2,1,0,1
"289","8331","5700","6410","female","KL100351","KL090276","KL591",2010,1,0,TRUE,4,NA,2,1,0,1
"290","8332","5700","6410","male","KL100352","KL090276","KL591",2010,1,0,TRUE,4,NA,2,1,0,1
"291","8353","6451","8219","male","KL100414","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"292","8354","6451","8225","female","KL100415","KL100109","KL090174",2010,1,0,TRUE,4,NA,5,1,0,1
"293","8355","6451","8219","female","KL100416","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"294","8356","6451","8219","female","KL100417","KL110450","KL090174",2010,1,0,TRUE,5,4,5,1,0,1
"295","8357","6451","8219","female","KL100418","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"296","8358","6450","6410","male","KL100419","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"297","8359","6450","6410","female","KL100420","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"298","8360","6450","6410","male","KL100421","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"299","8361","6450","6410","female","KL100422","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"300","8466","8405","6058","female","SU100265","SU673","SU100114",2010,1,0,TRUE,2,NA,2,1,0,1
"301","8467","8405","6058","female","SU100268","SU673","SU100114",2010,1,0,TRUE,2,NA,2,1,0,1
"302","9045","5700","9015","male","KL110373","KL110109","KL591",2011,1,0,TRUE,3,NA,2,1,0,1
"303","9046","5700","9015","male","KL110374","KL110109","KL591",2011,1,0,TRUE,3,1,2,1,0,1
"304","9047","5700","9015","male","KL110375","KL110109","KL591",2011,1,0,TRUE,3,NA,2,1,0,1
"305","9081","6451","8225","male","KL110236","KL100109","KL090174",2011,1,0,TRUE,4,NA,5,1,0,1
"306","9083","6451","8219","female","KL110238","KL110450","KL090174",2011,1,0,TRUE,5,NA,5,1,0,1
"307","9162","8363","8286","female","KL110358","KL100237","KL100424",2011,1,0,TRUE,2,NA,3,1,0,1
"308","9164","8363","8286","female","KL110360","KL100237","KL100424",2011,1,0,TRUE,2,NA,3,1,0,1
"309","9245","8486","9194","female","SU110165","SU110109","SU100318",2011,1,0,TRUE,5,NA,3,1,0,1
"310","9246","8486","9198","female","SU110168","SU110122","SU100318",2011,1,0,TRUE,2,NA,3,1,0,1
"311","9248","8486","9198","male","SU110172","SU110122","SU100318",2011,1,0,TRUE,2,NA,3,1,0,1
"312","9478","6451","8225","female","KL120275","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"313","9479","6451","8225","female","KL120276","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"314","9531","8374","9106","female","KL120356","KL110202","KL100441",2012,1,0,TRUE,2,NA,3,1,0,1
"315","9532","8374","9106","female","KL120357","KL110202","KL100441",2012,1,0,TRUE,2,NA,3,1,0,1
"316","9619","8486","9194","female","SU120210","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,1
"317","9647","8486","9194","female","SU120256","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,1
"318","9648","8486","9194","female","SU120257","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,1
"319","9649","8486","9194","female","SU120258","SU110109","SU100318",2012,1,0,TRUE,5,NA,3,1,0,1
"320","9663","8484","9194","female","SU120302","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,1
"321","9664","8484","9194","male","SU120303","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,1
"322","9665","8484","9194","female","SU120304","SU110109","SU100316",2012,1,0,TRUE,3,NA,3,1,0,1
"323","8282","6465","5601","female","KL100233","KL777","KL090202",2010,1,0,TRUE,2,NA,3,1,0,1
"324","8284","6465","5601","male","KL100234","KL777","KL090202",2010,1,0,TRUE,2,NA,3,1,0,1
"325","8380","6465","8232","male","KL100448","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,1
"326","8381","6465","8232","male","KL100449","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,1
"327","8382","6465","8232","male","KL100450","KL100124","KL090202",2010,1,0,TRUE,5,NA,3,1,0,1
"328","8450","6549","6149","male","SU100239","SU080144","SU090141",2010,1,0,TRUE,4,NA,1,1,0,1
"329","8451","6549","6149","male","SU100240","SU080144","SU090141",2010,1,0,TRUE,4,NA,1,1,0,1
"330","8453","6549","6149","male","SU100245","SU080144","SU090141",2010,1,0,TRUE,4,NA,1,1,0,1
"331","8454","6549","6149","male","SU100246","SU080144","SU090141",2010,1,0,TRUE,4,NA,1,1,0,1
"332","8516","6549","6057","female","SU100379","SU672","SU090141",2010,1,0.00390625,TRUE,0,3,1,1,1,1
"333","8517","6549","6057","male","SU100380","SU672","SU090141",2010,1,0.00390625,TRUE,0,5,1,1,1,1
"334","9070","6465","8232","male","KL110229","KL100124","KL090202",2011,1,0,TRUE,5,NA,3,1,0,1
"335","9072","6465","8232","female","KL110231","KL100124","KL090202",2011,1,0,TRUE,5,NA,3,1,0,1
"336","9114","8247","9017","female","KL110161","KL110121","KL100155",2011,1,0,TRUE,2,NA,3,1,0,1
"337","9116","8247","9017","female","KL110242","KL110121","KL100155",2011,1,0,TRUE,2,NA,3,1,0,1
"338","9154","8298","8308","female","KL110251","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"339","9155","8298","8308","female","KL110252","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"340","9156","8298","8308","male","KL110255","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"341","9160","8356","8379","female","KL110328","KL100447","KL100417",2011,1,0,TRUE,4,NA,6,1,0,1
"342","9226","8466","9202","female","SU110210","SU110155","SU100265",2011,1,0,TRUE,1,3,3,1,0,1
"343","9441","8296","9023","male","KL120158","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"344","9456","8318","9028","female","KL120217","KL110327","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"345","9464","8247","8225","female","KL120238","KL100109","KL100155",2012,1,0,TRUE,2,NA,3,1,0,1
"346","9465","8247","8225","male","KL120239","KL100109","KL100155",2012,1,0,TRUE,2,NA,3,1,0,1
"347","9468","8298","9028","female","KL120243","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"348","9488","8296","9023","female","KL120313","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"349","9494","8355","8259","male","KL120320","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"350","9495","8355","8259","female","KL120321","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"351","9504","8356","8379","male","KL120329","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"352","9505","8356","8379","male","KL120330","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"353","9506","8356","8379","female","KL120331","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"354","9510","8318","8219","male","KL120335","KL110450","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"355","9511","8318","8219","male","KL120336","KL110450","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"356","9512","8318","9028","female","KL120337","KL110327","KL100335",2012,1,0,TRUE,2,NA,3,1,0,1
"357","9513","9083","8225","male","KL120338","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"358","9514","9083","8225","male","KL120339","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"359","9515","9083","8225","female","KL120340","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"360","9517","8298","9028","male","KL120342","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"361","9518","8298","9028","female","KL120343","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"362","9132","8282","9016","female","KL110138","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,1
"363","9135","8282","9016","male","KL110141","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,1
"364","9256","8516","8415","female","SU110232","SU100133","SU100379",2011,1,0,TRUE,2,NA,2,1,0,1
"365","9257","8516","8415","female","SU110234","SU100133","SU100379",2011,1,0,TRUE,2,NA,2,1,0,1
