"","id","dam","sire","sex","dna","sire_dna","dam_dna","year","has_dna","par_rel","par_dna","fullsibs","sibships","depth","color","affected","family"
"48","8266","6490","8226","female","KL100204","KL100112","KL090255",2010,1,0,TRUE,1,NA,4,1,0,3
"49","8305","6490","6407","male","KL100272","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,3
"50","8306","6490","6407","female","KL100273","KL090161","KL090255",2010,1,0,TRUE,2,NA,4,1,0,3
"51","8484",NA,NA,"female","SU100316","SU100109","SU376",2010,1,0,FALSE,0,3,2,1,0,5
"52","5996",NA,NA,"male","KL764","KL482","KL576",2007,1,0,FALSE,0,1,3,1,0,7
"53","6465",NA,NA,"female","KL090202","KL428","KL591",2009,1,0.25,FALSE,0,5,2,1,1,2
"54","6549",NA,NA,"female","SU090141","DS","SU678",2009,1,0,FALSE,NA,NA,NA,1,0,6
"55","8295","6450","6410","male","KL100259","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"56","8296","6450","6487","female","KL100260","KL090215","KL090172",2010,1,0.0234375,TRUE,0,NA,5,1,1,1
"57","8298","6450","8221","female","KL100262","KL100102","KL090172",2010,1,0,TRUE,1,3,5,1,0,1
"58","8320","6248","8221","female","KL100337","KL100102","KL080243",2010,1,0,TRUE,4,1,2,1,0,1
"59","8353","6451","8219","male","KL100414","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"60","8354","6451","8225","female","KL100415","KL100109","KL090174",2010,1,0,TRUE,4,NA,5,1,0,1
"61","8355","6451","8219","female","KL100416","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"62","8356","6451","8219","female","KL100417","KL110450","KL090174",2010,1,0,TRUE,5,4,5,1,0,1
"63","8357","6451","8219","female","KL100418","KL110450","KL090174",2010,1,0,TRUE,5,NA,5,1,0,1
"64","8358","6450","6410","male","KL100419","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"65","8359","6450","6410","female","KL100420","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"66","8360","6450","6410","male","KL100421","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"67","8361","6450","6410","female","KL100422","KL090276","KL090172",2010,1,0,TRUE,5,NA,5,1,0,1
"68","8466","8405","6058","female","SU100265","SU673","SU100114",2010,1,0,TRUE,2,NA,2,1,0,4
"69","9080","6451","8232","male","KL110235","KL100124","KL090174",2011,1,0,TRUE,1,NA,5,1,0,1
"70","9081","6451","8225","male","KL110236","KL100109","KL090174",2011,1,0,TRUE,4,NA,5,1,0,1
"71","9082","6451","8221","male","KL110237","KL100102","KL090174",2011,1,0,TRUE,1,NA,5,1,0,1
"72","9083","6451","8219","female","KL110238","KL110450","KL090174",2011,1,0,TRUE,5,NA,5,1,0,1
"73","9243","8484","9198","female","SU110251","SU110122","SU100316",2011,1,0,TRUE,1,NA,3,1,0,5
"74","9478","6451","8225","female","KL120275","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"75","9479","6451","8225","female","KL120276","KL100109","KL090174",2012,1,0,TRUE,4,NA,5,1,0,1
"76","6464","5700","5996","female","KL090201","KL764","KL591",2009,1,0,TRUE,1,NA,4,1,0,7
"77","8282","6465","5601","female","KL100233","KL777","KL090202",2010,1,0,TRUE,2,NA,3,1,0,2
"78","8452","6549","6499","female","SU100243","KL090281","SU090141",2010,1,0,TRUE,1,NA,5,1,0,6
"79","8514","6549","5927","female","SU100377","KL695","SU090141",2010,1,0,TRUE,1,NA,4,1,0,6
"80","9150","8320","8370","female","KL110225","KL100437","KL100337",2011,1,0,TRUE,1,NA,4,1,0,1
"81","9154","8298","8308","female","KL110251","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"82","9155","8298","8308","female","KL110252","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"83","9156","8298","8308","male","KL110255","KL100304","KL100262",2011,1,0,TRUE,3,NA,6,1,0,1
"84","9159","8355","9017","male","KL110438","KL110121","KL100416",2011,1,0,TRUE,1,NA,6,1,0,1
"85","9160","8356","8379","female","KL110328","KL100447","KL100417",2011,1,0,TRUE,4,NA,6,1,0,1
"86","9161","8356","8308","female","KL110329","KL100304","KL100417",2011,1,0,TRUE,1,NA,6,1,0,1
"87","9170",NA,NA,"female","KL110305","DS","KL100335",2011,1,0,FALSE,NA,NA,NA,1,0,1
"88","9226","8466","9202","female","SU110210","SU110155","SU100265",2011,1,0,TRUE,1,3,3,1,0,4
"89","9441","8296","9023","male","KL120158","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"90","9467","8298","8219","male","KL120244","KL110450","KL100262",2012,1,0,TRUE,1,NA,6,1,0,1
"91","9468","8298","9028","female","KL120243","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"92","9488","8296","9023","female","KL120313","KL110203","KL100260",2012,1,0,TRUE,2,NA,6,1,0,1
"93","9494","8355","8259","male","KL120320","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"94","9495","8355","8259","female","KL120321","KL100178","KL100416",2012,1,0,TRUE,2,NA,6,1,0,1
"95","9504","8356","8379","male","KL120329","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"96","9505","8356","8379","male","KL120330","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"97","9506","8356","8379","female","KL120331","KL100447","KL100417",2012,1,0,TRUE,4,NA,6,1,0,1
"98","9513","9083","8225","male","KL120338","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"99","9514","9083","8225","male","KL120339","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"100","9515","9083","8225","female","KL120340","KL100109","KL110238",2012,1,0,TRUE,3,NA,6,1,0,1
"101","9517","8298","9028","male","KL120342","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"102","9518","8298","9028","female","KL120343","KL110327","KL100262",2012,1,0,TRUE,3,NA,6,1,0,1
"103","9612","9243","9192","female","SU120202","SU110106","SU110251",2012,1,0,TRUE,1,NA,4,1,0,5
"104","9613","9243","9194","female","SU120203","SU110109","SU110251",2012,1,0,TRUE,1,NA,4,1,0,5
"105","9132","8282","9016","female","KL110138","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,2
"106","9135","8282","9016","male","KL110141","KL110115","KL100233",2011,1,0,TRUE,2,NA,4,1,0,2
"107","9554","9170","8370","female","KL120419","KL100437","KL110305",2012,1,0,TRUE,1,NA,4,1,0,1
"108","9658","9226","8511","male","SU120276","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,4
"109","9659","9226","8511","female","SU120277","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,4
"110","9660","9226","8511","female","SU120278","SU100374","SU110210",2012,1,0,TRUE,3,NA,4,1,0,4
